project,family,name,category,meaning,formula,parameters,direction,score,source_file,notes
qlib,Alpha360,OPEN35,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 35)/$close",lag=35,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN36,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 36)/$close",lag=36,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN37,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 37)/$close",lag=37,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN38,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 38)/$close",lag=38,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN39,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 39)/$close",lag=39,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN4,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 4)/$close",lag=4,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN40,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 40)/$close",lag=40,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN41,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 41)/$close",lag=41,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN42,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 42)/$close",lag=42,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN43,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 43)/$close",lag=43,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN44,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 44)/$close",lag=44,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN45,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 45)/$close",lag=45,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN46,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 46)/$close",lag=46,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN47,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 47)/$close",lag=47,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN48,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 48)/$close",lag=48,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN49,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 49)/$close",lag=49,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN5,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 5)/$close",lag=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN50,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 50)/$close",lag=50,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN51,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 51)/$close",lag=51,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN52,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 52)/$close",lag=52,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN53,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 53)/$close",lag=53,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN54,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 54)/$close",lag=54,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN55,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 55)/$close",lag=55,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN56,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 56)/$close",lag=56,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN57,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 57)/$close",lag=57,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN58,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 58)/$close",lag=58,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN59,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 59)/$close",lag=59,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN6,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 6)/$close",lag=6,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN7,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 7)/$close",lag=7,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN8,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 8)/$close",lag=8,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN9,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 9)/$close",lag=9,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME0,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。",$volume/($volume+1e-12),lag=0,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME1,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 1)/($volume+1e-12)",lag=1,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME10,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 10)/($volume+1e-12)",lag=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME11,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 11)/($volume+1e-12)",lag=11,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME12,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 12)/($volume+1e-12)",lag=12,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME13,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 13)/($volume+1e-12)",lag=13,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME14,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 14)/($volume+1e-12)",lag=14,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME15,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 15)/($volume+1e-12)",lag=15,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME16,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 16)/($volume+1e-12)",lag=16,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME17,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 17)/($volume+1e-12)",lag=17,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME18,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 18)/($volume+1e-12)",lag=18,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME19,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 19)/($volume+1e-12)",lag=19,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME2,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 2)/($volume+1e-12)",lag=2,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME20,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 20)/($volume+1e-12)",lag=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME21,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 21)/($volume+1e-12)",lag=21,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME22,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 22)/($volume+1e-12)",lag=22,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME23,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 23)/($volume+1e-12)",lag=23,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME24,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 24)/($volume+1e-12)",lag=24,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME25,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 25)/($volume+1e-12)",lag=25,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME26,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 26)/($volume+1e-12)",lag=26,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME27,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 27)/($volume+1e-12)",lag=27,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME28,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 28)/($volume+1e-12)",lag=28,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME29,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 29)/($volume+1e-12)",lag=29,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME3,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 3)/($volume+1e-12)",lag=3,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME30,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 30)/($volume+1e-12)",lag=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME31,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 31)/($volume+1e-12)",lag=31,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME32,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 32)/($volume+1e-12)",lag=32,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME33,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 33)/($volume+1e-12)",lag=33,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME34,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 34)/($volume+1e-12)",lag=34,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME35,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 35)/($volume+1e-12)",lag=35,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME36,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 36)/($volume+1e-12)",lag=36,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME37,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 37)/($volume+1e-12)",lag=37,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME38,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 38)/($volume+1e-12)",lag=38,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME39,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 39)/($volume+1e-12)",lag=39,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME4,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 4)/($volume+1e-12)",lag=4,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME40,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 40)/($volume+1e-12)",lag=40,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME41,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 41)/($volume+1e-12)",lag=41,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME42,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 42)/($volume+1e-12)",lag=42,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME43,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 43)/($volume+1e-12)",lag=43,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME44,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 44)/($volume+1e-12)",lag=44,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME45,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 45)/($volume+1e-12)",lag=45,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME46,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 46)/($volume+1e-12)",lag=46,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME47,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 47)/($volume+1e-12)",lag=47,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME48,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 48)/($volume+1e-12)",lag=48,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME49,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 49)/($volume+1e-12)",lag=49,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME5,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 5)/($volume+1e-12)",lag=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME50,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 50)/($volume+1e-12)",lag=50,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME51,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 51)/($volume+1e-12)",lag=51,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME52,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 52)/($volume+1e-12)",lag=52,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME53,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 53)/($volume+1e-12)",lag=53,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME54,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 54)/($volume+1e-12)",lag=54,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME55,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 55)/($volume+1e-12)",lag=55,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME56,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 56)/($volume+1e-12)",lag=56,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME57,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 57)/($volume+1e-12)",lag=57,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME58,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 58)/($volume+1e-12)",lag=58,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME59,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 59)/($volume+1e-12)",lag=59,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME6,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 6)/($volume+1e-12)",lag=6,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME7,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 7)/($volume+1e-12)",lag=7,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME8,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 8)/($volume+1e-12)",lag=8,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VOLUME9,60日成交量序列,"Ref($volume,N)/$volume，过去 N 日成交量相对当前成交量。","Ref($volume, 9)/($volume+1e-12)",lag=9,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE0,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。",$close/$close,lag=0,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE1,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 1)/$close",lag=1,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE10,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 10)/$close",lag=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE11,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 11)/$close",lag=11,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE12,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 12)/$close",lag=12,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE13,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 13)/$close",lag=13,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE14,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 14)/$close",lag=14,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE15,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 15)/$close",lag=15,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE16,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 16)/$close",lag=16,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE17,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 17)/$close",lag=17,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE18,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 18)/$close",lag=18,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE19,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 19)/$close",lag=19,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE2,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 2)/$close",lag=2,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE20,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 20)/$close",lag=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE21,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 21)/$close",lag=21,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE22,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 22)/$close",lag=22,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE23,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 23)/$close",lag=23,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE24,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 24)/$close",lag=24,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE25,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 25)/$close",lag=25,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE26,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 26)/$close",lag=26,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE27,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 27)/$close",lag=27,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE28,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 28)/$close",lag=28,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE29,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 29)/$close",lag=29,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE3,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 3)/$close",lag=3,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE30,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 30)/$close",lag=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE31,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 31)/$close",lag=31,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE32,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 32)/$close",lag=32,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE33,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 33)/$close",lag=33,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE34,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 34)/$close",lag=34,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE35,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 35)/$close",lag=35,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE36,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 36)/$close",lag=36,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE37,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 37)/$close",lag=37,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE38,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 38)/$close",lag=38,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE39,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 39)/$close",lag=39,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE4,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 4)/$close",lag=4,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE40,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 40)/$close",lag=40,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE41,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 41)/$close",lag=41,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE42,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 42)/$close",lag=42,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE43,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 43)/$close",lag=43,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,CLOSE44,60日收盘序列,"Ref($close,N)/$close，过去 N 日收盘价相对当前收盘价。","Ref($close, 44)/$close",lag=44,,,microsoft-qlib/qlib/contrib/data/loader.py,
